time,gpu-id,gpu_util_percent,mem_util_percent,mem_util_MB,mem_free_MB,mem_total_MB,phase,epoch,step
1768164035.3946857,0,100,27,10856.4375,4503.5625,15360.0,train,2,289
1768164035.5015259,0,100,27,10856.4375,4503.5625,15360.0,train,2,289
1768164035.604554,0,100,30,10856.4375,4503.5625,15360.0,train,2,289
1768164035.7071042,0,100,30,10856.4375,4503.5625,15360.0,train,2,289
1768164035.8119435,0,88,90,10856.4375,4503.5625,15360.0,train,2,289
1768164035.9157434,0,88,90,10856.4375,4503.5625,15360.0,train,2,289
1768164036.0235198,0,94,48,10856.4375,4503.5625,15360.0,train,2,290
1768164036.128103,0,94,48,10856.4375,4503.5625,15360.0,train,2,290
1768164036.2308223,0,18,12,10856.4375,4503.5625,15360.0,train,2,290
1768164036.3353567,0,18,12,10856.4375,4503.5625,15360.0,train,2,290
1768164036.440688,0,83,27,10856.4375,4503.5625,15360.0,train,2,290
1768164036.5437894,0,83,27,10856.4375,4503.5625,15360.0,train,2,290
1768164036.6473277,0,100,27,10856.4375,4503.5625,15360.0,train,2,290
1768164036.7497098,0,100,27,10856.4375,4503.5625,15360.0,train,2,290
1768164036.8523197,0,100,27,10856.4375,4503.5625,15360.0,train,2,290
1768164036.954916,0,100,27,10856.4375,4503.5625,15360.0,train,2,290
1768164037.0591612,0,100,65,10856.4375,4503.5625,15360.0,train,2,290
1768164037.1623766,0,100,65,10856.4375,4503.5625,15360.0,train,2,290
1768164037.265594,0,51,56,10856.4375,4503.5625,15360.0,train,2,290
1768164037.368253,0,51,56,10856.4375,4503.5625,15360.0,train,2,290
1768164037.4703991,0,92,44,10856.4375,4503.5625,15360.0,train,2,291
1768164037.5725794,0,92,44,10856.4375,4503.5625,15360.0,train,2,291
1768164037.6746452,0,14,6,10856.4375,4503.5625,15360.0,train,2,291
1768164037.777652,0,14,6,10856.4375,4503.5625,15360.0,train,2,291
1768164037.8801,0,96,29,10856.4375,4503.5625,15360.0,train,2,291
1768164037.982902,0,96,29,10856.4375,4503.5625,15360.0,train,2,291
1768164038.0853379,0,100,27,10856.4375,4503.5625,15360.0,train,2,291
1768164038.198718,0,100,27,10856.4375,4503.5625,15360.0,train,2,291
1768164038.30537,0,100,28,10856.4375,4503.5625,15360.0,train,2,291
1768164038.4113913,0,100,28,10856.4375,4503.5625,15360.0,train,2,291
1768164038.5138714,0,90,70,10856.4375,4503.5625,15360.0,train,2,291
1768164038.6181922,0,90,70,10856.4375,4503.5625,15360.0,train,2,291
1768164038.7214954,0,96,68,10856.4375,4503.5625,15360.0,train,2,292
1768164038.8244774,0,96,68,10856.4375,4503.5625,15360.0,train,2,292
1768164038.9278493,0,46,24,10856.4375,4503.5625,15360.0,train,2,292
1768164039.030806,0,46,24,10856.4375,4503.5625,15360.0,train,2,292
1768164039.133101,0,62,20,10856.4375,4503.5625,15360.0,train,2,292
1768164039.2358155,0,100,27,10856.4375,4503.5625,15360.0,train,2,292
1768164039.3386056,0,100,27,10856.4375,4503.5625,15360.0,train,2,292
1768164039.4411938,0,100,27,10856.4375,4503.5625,15360.0,train,2,292
1768164039.543427,0,100,27,10856.4375,4503.5625,15360.0,train,2,292
1768164039.645813,0,100,48,10856.4375,4503.5625,15360.0,train,2,292
1768164039.7498517,0,100,48,10856.4375,4503.5625,15360.0,train,2,292
1768164039.8530588,0,90,84,10856.4375,4503.5625,15360.0,train,2,292
1768164039.9558883,0,90,84,10856.4375,4503.5625,15360.0,train,2,292
1768164040.0582995,0,75,38,10856.4375,4503.5625,15360.0,train,2,293
1768164040.160613,0,75,38,10856.4375,4503.5625,15360.0,train,2,293
1768164040.2642765,0,9,5,10856.4375,4503.5625,15360.0,train,2,293
1768164040.3675842,0,9,5,10856.4375,4503.5625,15360.0,train,2,293
1768164040.47064,0,29,17,10856.4375,4503.5625,15360.0,train,2,293
1768164040.5737417,0,29,17,10856.4375,4503.5625,15360.0,train,2,293
1768164040.6769607,0,48,38,10856.4375,4503.5625,15360.0,validation,2,294
1768164040.7935388,0,48,38,10856.4375,4503.5625,15360.0,validation,2,294
1768164040.8958051,0,10,9,10856.4375,4503.5625,15360.0,validation,2,294
1768164040.9979687,0,10,9,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.1005232,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.2037296,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.3056242,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.4079032,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.5124238,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.6142073,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.7173424,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.820904,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164041.9231408,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.0256755,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.1280596,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.2299278,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.3317437,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.4346745,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.5368116,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.6393547,0,0,0,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.7419004,0,53,11,10856.4375,4503.5625,15360.0,validation,2,294
1768164042.8969727,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.0002027,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.1055837,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.2105055,0,100,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.313217,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.4163656,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.5215416,0,99,92,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.6241927,0,99,92,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.7264743,0,97,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.8286927,0,97,28,10856.4375,4503.5625,15360.0,validation,2,294
1768164043.9316714,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.0343122,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.1378462,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.2400148,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.3447695,0,100,60,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.4473505,0,100,60,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.549712,0,95,61,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.651932,0,95,61,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.754036,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.8563907,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164044.9586222,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.0609143,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.1631439,0,100,30,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.2670665,0,100,30,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.370195,0,97,89,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.4725637,0,97,89,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.574993,0,98,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.6776898,0,98,29,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.7801065,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.8830051,0,100,27,10856.4375,4503.5625,15360.0,validation,2,294
1768164045.9855385,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.0892081,0,100,26,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.1944425,0,100,73,10856.4375,4503.5625,15360.0,validation,2,294
1768164046.296789,0,100,73,10856.4375,4503.5625,15360.0,validation,2,294
